resultId,raceId,position,counterInvolvedProblems,winsUntilThisRace,podiumsUntilThisRace,driverAge,countryRankByChampionships,countryRankByProportion,allTimeStarts,allTimefastestLap,constructorRank,driverTop100,countryTop38
23404,970,6,4,0,10,28,4,0,111,7,3,11,3
23405,970,7,3,0,0,23,6,6,74,0,30,-1,7
23406,970,8,3,0,1,25,8,14,74,0,33,64,24
23407,970,9,12,0,7,27,8,14,148,4,33,-1,13
23408,970,10,0,0,0,21,4,12,43,0,33,63,5
23409,970,11,18,0,10,31,4,12,136,1,33,24,5
23410,970,12,13,0,0,30,1,8,149,2,6,-1,2
23411,970,13,4,0,0,26,0,7,35,0,6,-1,1
23412,970,14,24,11,41,36,2,4,269,15,2,8,4
23413,970,15,7,0,0,27,8,14,90,0,33,-1,15
23414,970,,16,32,97,36,6,6,305,23,1,3,7
23415,970,,5,0,2,23,8,14,72,1,30,65,-1
23416,970,,0,0,0,25,8,14,34,0,1,-1,17
23417,970,,1,0,0,24,5,11,2,0,33,-1,8
23418,970,,1,0,0,19,7,5,34,0,2,-1,16
23379,969,1,11,43,87,30,1,8,212,34,0,2,2
23380,969,2,13,53,105,32,0,7,222,40,3,1,1
23381,969,3,4,0,10,28,4,0,111,7,3,11,3
23382,969,4,22,20,84,38,4,0,285,46,0,-1,3
23383,969,5,3,1,7,20,8,14,74,4,4,14,12
23384,969,6,24,11,41,36,2,4,269,15,2,8,4
23385,969,7,12,0,7,27,8,14,148,4,33,-1,13
23386,969,8,3,0,0,23,6,6,74,0,30,-1,7
23387,969,9,5,0,2,23,8,14,72,1,30,65,-1
23388,969,10,0,0,0,21,4,12,43,0,33,63,5
23389,969,11,13,0,0,30,1,8,149,2,6,-1,2
23390,969,12,0,0,0,24,5,11,2,0,33,-1,8
23391,969,13,0,0,0,25,8,14,34,0,1,-1,17
23392,969,,16,32,97,36,6,6,305,23,1,3,7
23393,969,,3,0,1,25,8,14,74,0,33,64,24
23394,969,,0,0,0,19,7,5,34,0,2,-1,16
23395,969,,4,4,18,28,4,2,143,13,4,10,6
23396,969,,7,0,0,27,8,14,90,0,33,-1,15
23397,969,,4,0,0,26,0,7,35,0,6,-1,1
23398,969,,18,0,10,31,4,12,136,1,33,24,5
23357,968,1,13,53,104,31,0,7,222,40,3,1,1
23358,968,2,14,23,57,31,1,8,206,20,3,5,2
23359,968,3,11,42,86,29,1,8,212,34,0,2,2
23360,968,4,3,1,7,19,8,14,74,4,4,14,12
23361,968,5,4,4,18,27,4,2,143,13,4,10,6
23362,968,6,22,20,84,37,4,0,285,46,0,-1,3
23363,968,7,13,0,0,29,1,8,149,2,33,-1,2
23364,968,8,12,0,7,26,8,14,148,4,33,-1,13
23365,968,9,24,11,41,35,2,4,269,15,2,8,4
23366,968,10,16,32,97,35,6,6,305,23,1,3,7
23367,968,11,18,0,10,30,4,12,136,1,33,24,5
23368,968,12,9,0,0,25,8,14,59,1,33,-1,13
23369,968,13,0,0,0,20,4,12,43,0,33,63,5
23370,968,14,3,0,0,22,1,8,39,0,33,-1,2
23371,968,15,7,0,0,26,8,14,90,0,33,-1,15
23372,968,16,3,0,0,24,2,4,39,0,33,-1,4
23373,968,17,4,0,0,25,0,7,35,0,6,-1,1
23374,968,,3,0,0,22,6,6,74,0,30,-1,7
23375,968,,5,0,2,22,8,14,72,1,30,65,-1
23376,968,,29,15,50,36,0,7,306,8,1,7,1
23377,968,,4,0,9,27,4,0,111,7,2,11,3
23378,968,,3,0,1,24,8,14,74,0,6,64,24
23335,967,1,13,52,103,31,0,7,222,40,3,1,1
23336,967,2,14,23,56,31,1,8,206,20,3,5,2
23337,967,3,3,1,7,19,8,14,74,4,4,14,12
23338,967,4,12,0,7,26,8,14,148,4,33,-1,13
23339,967,5,11,42,85,29,1,8,212,34,0,2,2
23340,967,6,2,0,0,22,6,6,74,0,30,-1,7
23341,967,7,13,0,0,29,1,8,149,2,33,-1,2
23342,967,8,4,4,18,27,4,2,143,13,4,10,6
23343,967,9,3,0,0,24,2,4,39,0,33,-1,4
23344,967,10,16,32,97,35,6,6,305,23,1,3,7
23345,967,11,4,0,9,27,4,0,111,7,2,11,3
23346,967,12,0,0,0,20,4,12,43,0,33,63,5
23347,967,13,5,0,2,22,8,14,72,1,30,65,-1
23348,967,14,3,0,1,24,8,14,74,0,6,64,24
23349,967,15,3,0,0,22,1,8,39,0,33,-1,2
23350,967,16,29,15,50,36,0,7,306,8,1,7,1
23351,967,,9,0,0,25,8,14,59,1,33,-1,13
23352,967,,24,11,41,35,2,4,269,15,2,8,4
23353,967,,4,0,0,25,0,7,35,0,6,-1,1
23354,967,,22,20,84,37,4,0,285,46,0,-1,3
23355,967,,7,0,0,26,8,14,90,0,33,-1,15
23356,967,,18,0,10,30,4,12,136,1,33,24,5
23313,966,1,13,51,102,31,0,7,222,40,3,1,1
23314,966,2,14,23,55,31,1,8,206,20,3,5,2
23315,966,3,4,4,18,27,4,2,143,13,4,10,6
23316,966,4,3,1,6,19,8,14,74,4,4,14,12
23317,966,5,11,42,85,29,1,8,212,34,0,2,2
23318,966,6,21,20,84,37,4,0,285,46,0,-1,3
23319,966,7,13,0,0,29,1,8,149,2,33,-1,2
23320,966,8,4,0,9,27,4,0,111,7,2,11,3
23321,966,9,23,11,41,35,2,4,269,15,2,8,4
23322,966,10,12,0,7,26,8,14,148,4,33,-1,13
23323,966,11,6,0,0,26,8,14,90,0,33,-1,15
23324,966,12,29,15,50,36,0,7,306,8,1,7,1
23325,966,13,16,32,97,35,6,6,305,23,1,3,7
23326,966,14,3,0,0,25,0,7,35,0,6,-1,1
23327,966,15,3,0,0,24,2,4,39,0,33,-1,4
23328,966,16,2,0,0,22,6,6,74,0,30,-1,7
23329,966,17,3,0,1,24,8,14,74,0,6,64,24
23330,966,18,5,0,2,22,8,14,72,1,30,65,-1
23331,966,19,8,0,0,25,8,14,59,1,33,-1,13
23332,966,20,17,0,10,30,4,12,136,1,33,24,5
23333,966,21,0,0,0,20,4,12,43,0,33,63,5
23334,966,,3,0,0,22,1,8,39,0,33,-1,2
23291,965,1,13,50,101,31,0,7,222,40,3,1,1
23292,965,2,14,23,54,31,1,8,206,20,3,5,2
23293,965,3,4,4,17,27,4,2,143,13,4,10,6
23294,965,4,11,42,85,29,1,8,212,34,0,2,2
23295,965,5,16,32,97,35,6,6,305,23,1,3,7
23296,965,6,2,0,0,22,6,6,74,0,30,-1,7
23297,965,7,23,11,41,35,2,4,269,15,2,8,4
23298,965,8,12,0,7,26,8,14,148,4,33,-1,13
23299,965,9,29,15,50,36,0,7,306,8,1,7,1
23300,965,10,17,0,10,30,4,12,136,1,33,24,5
23301,965,11,5,0,2,22,8,14,72,1,30,65,-1
23302,965,12,3,0,1,24,8,14,74,0,6,64,24
23303,965,13,3,0,0,25,0,7,35,0,6,-1,1
23304,965,14,6,0,0,26,8,14,90,0,33,-1,15
23305,965,15,3,0,0,24,2,4,39,0,33,-1,4
23306,965,16,4,0,9,27,4,0,111,7,2,11,3
23307,965,17,2,0,0,22,1,8,39,0,33,-1,2
23308,965,18,0,0,0,20,4,12,43,0,33,63,5
23309,965,,21,20,84,37,4,0,285,46,0,-1,3
23310,965,,3,1,6,19,8,14,74,4,4,14,12
23311,965,,8,0,0,25,8,14,59,1,33,-1,13
23312,965,,13,0,0,29,1,8,149,2,33,-1,2
23269,964,1,14,23,53,31,1,8,206,20,3,5,2
23270,964,2,3,1,6,19,8,14,74,4,4,14,12
23271,964,3,13,49,100,31,0,7,222,40,3,1,1
23272,964,4,11,42,85,29,1,8,212,34,0,2,2
23273,964,5,21,20,84,37,4,0,285,46,0,-1,3
23274,964,6,4,4,16,27,4,2,143,13,4,10,6
23275,964,7,12,0,7,26,8,14,148,4,33,-1,13
23276,964,8,12,0,0,29,1,8,149,2,33,-1,2
23277,964,9,23,11,41,35,2,4,269,15,2,8,4
23278,964,10,4,0,9,27,4,0,111,7,2,11,3
23279,964,11,17,0,10,30,4,12,136,1,33,24,5
23280,964,12,3,0,0,25,0,7,35,0,6,-1,1
23281,964,13,5,0,2,22,8,14,72,1,30,65,-1
23282,964,14,3,0,1,24,8,14,74,0,6,64,24
23283,964,15,6,0,0,26,8,14,90,0,33,-1,15
23284,964,16,16,32,97,35,6,6,305,23,1,3,7
23285,964,17,2,0,0,22,6,6,74,0,30,-1,7
23286,964,18,29,15,50,36,0,7,306,8,1,7,1
23287,964,19,3,0,0,24,2,4,39,0,33,-1,4
23288,964,20,8,0,0,25,8,14,59,1,33,-1,13
23289,964,21,0,0,0,20,4,12,43,0,33,63,5
23290,964,22,2,0,0,22,1,8,39,0,33,-1,2
23247,963,1,4,4,16,27,4,2,143,13,4,10,6
23248,963,2,3,1,5,19,8,14,74,4,4,14,12
23249,963,3,14,22,52,31,1,8,206,20,3,5,2
23250,963,4,21,20,84,37,4,0,285,46,0,-1,3
23251,963,5,4,0,9,27,4,0,111,7,2,11,3
23252,963,6,12,0,7,26,8,14,148,4,33,-1,13
23253,963,7,16,32,97,35,6,6,305,23,1,3,7
23254,963,8,12,0,0,29,1,8,149,2,33,-1,2
23255,963,9,29,15,50,36,0,7,306,8,1,7,1
23256,963,10,3,0,0,25,0,7,35,0,6,-1,1
23257,963,11,2,0,0,22,6,6,74,0,30,-1,7
23258,963,12,6,0,0,26,8,14,90,0,33,-1,15
23259,963,13,23,11,41,35,2,4,269,15,2,8,4
23260,963,14,5,0,2,22,8,14,72,1,30,65,-1
23261,963,15,2,0,0,22,1,8,39,0,33,-1,2
23262,963,16,0,0,0,20,4,12,43,0,33,63,5
23263,963,,3,0,0,24,2,4,39,0,33,-1,4
23264,963,,13,49,99,31,0,7,222,40,3,1,1
23265,963,,8,0,0,25,8,14,59,1,33,-1,13
23266,963,,3,0,1,24,8,14,74,0,6,64,24
23267,963,,17,0,10,30,4,12,136,1,33,24,5
23268,963,,11,42,85,29,1,8,212,34,0,2,2
23225,962,1,14,22,51,31,1,8,206,20,3,5,2
23226,962,2,4,3,15,27,4,2,143,13,4,10,6
23227,962,3,13,49,99,31,0,7,222,40,3,1,1
23228,962,4,21,20,84,37,4,0,285,46,0,-1,3
23229,962,5,10,42,85,29,1,8,212,34,0,2,2
23230,962,6,3,1,4,19,8,14,74,4,4,14,12
23231,962,7,16,32,97,35,6,6,305,23,1,3,7
23232,962,8,12,0,7,26,8,14,148,4,33,-1,13
23233,962,9,5,0,2,22,8,14,72,1,30,65,-1
23234,962,10,3,0,1,24,8,14,74,0,6,64,24
23235,962,11,8,0,0,25,8,14,59,1,33,-1,13
23236,962,12,23,11,41,35,2,4,269,15,2,8,4
23237,962,13,3,0,0,24,2,4,39,0,33,-1,4
23238,962,14,2,0,0,22,6,6,74,0,30,-1,7
23239,962,15,3,0,0,25,0,7,35,0,6,-1,1
23240,962,16,2,0,0,22,1,8,39,0,33,-1,2
23241,962,17,6,0,0,26,8,14,90,0,33,-1,15
23242,962,18,0,0,0,20,4,12,43,0,33,63,5
23243,962,,29,15,50,36,0,7,306,8,1,7,1
23244,962,,4,0,9,27,4,0,111,7,2,11,3
23245,962,,12,0,0,29,1,8,149,2,33,-1,2
23246,962,,17,0,10,30,4,12,136,1,33,24,5
23203,961,1,14,21,50,31,1,8,206,20,3,5,2
23204,961,2,13,49,98,31,0,7,222,40,3,1,1
23205,961,3,10,42,85,29,1,8,212,34,0,2,2
23206,961,4,21,20,84,37,4,0,285,46,0,-1,3
23207,961,5,4,3,14,27,4,2,143,13,4,10,6
23208,961,6,4,0,9,27,4,0,111,7,2,11,3
23209,961,7,3,1,4,19,8,14,74,4,4,14,12
23210,961,8,12,0,7,26,8,14,148,4,33,-1,13
23211,961,9,23,11,41,35,2,4,269,15,2,8,4
23212,961,10,11,0,0,29,1,8,149,2,33,-1,2
23213,961,11,16,0,10,30,4,12,136,1,33,24,5
23214,961,12,29,15,50,36,0,7,306,8,1,7,1
23215,961,13,8,0,0,25,8,14,59,1,33,-1,13
23216,961,14,16,32,97,35,6,6,305,23,1,3,7
23217,961,15,2,0,0,22,6,6,74,0,30,-1,7
23218,961,16,6,0,0,26,8,14,90,0,33,-1,15
23219,961,17,3,0,1,24,8,14,74,0,6,64,24
23220,961,18,0,0,0,20,4,12,43,0,33,63,5
23221,961,,5,0,2,22,8,14,72,1,30,65,-1
23222,961,,2,0,0,22,1,8,39,0,33,-1,2
23223,961,,3,0,0,25,0,7,35,0,6,-1,1
23224,961,,3,0,0,24,2,4,39,0,33,-1,4
23181,960,1,14,20,49,31,1,8,206,20,3,5,2
23182,960,2,4,3,14,27,4,2,143,13,4,10,6
23183,960,3,13,49,97,31,0,7,222,40,3,1,1
23184,960,4,11,0,0,29,1,8,149,2,33,-1,2
23185,960,5,12,0,7,26,8,14,148,4,33,-1,13
23186,960,6,10,42,84,29,1,8,212,34,0,2,2
23187,960,7,16,32,97,35,6,6,305,23,1,3,7
23188,960,8,4,0,9,27,4,0,111,7,2,11,3
23189,960,9,21,20,84,37,4,0,285,46,0,-1,3
23190,960,10,23,11,41,35,2,4,269,15,2,8,4
23191,960,11,3,1,4,19,8,14,74,4,4,14,12
23192,960,12,8,0,0,25,8,14,59,1,33,-1,13
23193,960,13,16,0,10,30,4,12,136,1,33,24,5
23194,960,14,5,0,2,22,8,14,72,1,30,65,-1
23195,960,15,2,0,0,25,0,7,35,0,6,-1,1
23196,960,16,0,0,0,20,4,12,43,0,33,63,5
23197,960,17,2,0,0,24,2,4,39,0,33,-1,4
23198,960,,3,0,1,24,8,14,74,0,6,64,24
23199,960,,6,0,0,26,8,14,90,0,33,-1,15
23200,960,,2,0,0,22,6,6,74,0,30,-1,7
23201,960,,29,15,50,36,0,7,306,8,1,7,1
23202,960,,2,0,0,22,1,8,39,0,33,-1,2
23159,959,1,13,49,96,31,0,7,222,40,3,1,1
23160,959,2,4,3,13,27,4,2,143,13,4,10,6
23161,959,3,3,1,4,19,8,14,74,4,4,14,12
23162,959,4,14,19,48,31,1,8,206,20,3,5,2
23163,959,5,10,42,84,29,1,8,212,34,0,2,2
23164,959,6,21,20,84,37,4,0,285,46,0,-1,3
23165,959,7,11,0,0,29,1,8,149,2,33,-1,2
23166,959,8,28,15,50,36,0,7,306,8,1,7,1
23167,959,9,4,0,9,27,4,0,111,7,2,11,3
23168,959,10,12,0,7,26,8,14,148,4,33,-1,13
23169,959,11,8,0,0,25,8,14,59,1,33,-1,13
23170,959,12,16,32,97,35,6,6,305,23,1,3,7
23171,959,13,16,0,10,30,4,12,136,1,33,24,5
23172,959,14,2,0,0,22,6,6,74,0,30,-1,7
23173,959,15,5,0,2,22,8,14,72,1,30,65,-1
23174,959,16,2,0,1,24,8,14,74,0,6,64,24
23175,959,17,1,0,0,22,1,8,39,0,33,-1,2
23176,959,18,6,0,0,26,8,14,90,0,33,-1,15
23177,959,19,2,0,0,25,0,7,35,0,6,-1,1
23178,959,20,2,0,0,23,8,14,12,0,33,-1,34
23179,959,,2,0,0,24,2,4,39,0,33,-1,4
23180,959,,23,11,41,35,2,4,269,15,2,8,4
23137,958,1,13,48,95,31,0,7,222,40,3,1,1
23138,958,2,14,19,48,31,1,8,206,20,3,5,2
23139,958,3,4,3,12,27,4,2,143,13,4,10,6
23140,958,4,10,42,84,29,1,8,212,34,0,2,2
23141,958,5,3,1,3,19,8,14,74,4,4,14,12
23142,958,6,21,20,84,37,4,0,285,46,0,-1,3
23143,958,7,16,32,97,35,6,6,305,23,1,3,7
23144,958,8,2,0,0,22,6,6,74,0,30,-1,7
23145,958,9,4,0,9,27,4,0,111,7,2,11,3
23146,958,10,11,0,0,29,1,8,149,2,33,-1,2
23147,958,11,12,0,7,26,8,14,148,4,33,-1,13
23148,958,12,2,0,0,25,0,7,35,0,6,-1,1
23149,958,13,8,0,0,25,8,14,59,1,33,-1,13
23150,958,14,16,0,10,30,4,12,136,1,33,24,5
23151,958,15,2,0,1,24,8,14,74,0,6,64,24
23152,958,16,5,0,2,22,8,14,72,1,30,65,-1
23153,958,17,2,0,0,24,2,4,39,0,33,-1,4
23154,958,18,23,11,41,35,2,4,269,15,2,8,4
23155,958,19,1,0,0,22,1,8,39,0,33,-1,2
23156,958,20,6,0,0,26,8,14,90,0,33,-1,15
23157,958,21,2,0,0,23,8,14,12,0,33,-1,34
23158,958,,28,15,50,36,0,7,306,8,1,7,1
23115,957,1,13,47,94,31,0,7,222,40,3,1,1
23116,957,2,3,1,3,19,8,14,74,4,4,14,12
23117,957,3,14,19,47,31,1,8,206,20,3,5,2
23118,957,4,4,3,11,27,4,2,143,13,4,10,6
23119,957,5,21,20,84,37,4,0,285,46,0,-1,3
23120,957,6,12,0,7,26,8,14,148,4,33,-1,13
23121,957,7,11,0,0,29,1,8,149,2,33,-1,2
23122,957,8,2,0,0,22,6,6,74,0,30,-1,7
23123,957,9,10,42,84,29,1,8,212,34,0,2,2
23124,957,10,5,0,2,22,8,14,72,1,30,65,-1
23125,957,11,23,11,41,35,2,4,269,15,2,8,4
23126,957,12,28,15,50,36,0,7,306,8,1,7,1
23127,957,13,16,32,97,35,6,6,305,23,1,3,7
23128,957,14,4,0,9,27,4,0,111,7,2,11,3
23129,957,15,2,0,0,24,2,4,39,0,33,-1,4
23130,957,16,8,0,0,25,8,14,59,1,33,-1,13
23131,957,17,2,0,1,24,8,14,74,0,6,64,24
23132,957,,2,0,0,25,0,7,35,0,6,-1,1
23133,957,,2,0,0,23,8,14,12,0,33,-1,34
23134,957,,16,0,10,30,4,12,136,1,33,24,5
23135,957,,6,0,0,26,8,14,90,0,33,-1,15
23136,957,,1,0,0,22,1,8,39,0,33,-1,2
23093,956,1,13,46,93,31,0,7,222,40,3,1,1
23094,956,2,3,1,2,19,8,14,74,4,4,14,12
23095,956,3,21,20,84,37,4,0,285,46,0,-1,3
23096,956,4,14,19,46,31,1,8,206,20,3,5,2
23097,956,5,4,3,11,27,4,2,143,13,4,10,6
23098,956,6,28,15,50,36,0,7,306,8,1,7,1
23099,956,7,15,0,10,30,4,12,136,1,33,24,5
23100,956,8,2,0,0,22,6,6,74,0,30,-1,7
23101,956,9,4,0,9,27,4,0,111,7,2,11,3
23102,956,10,0,0,0,22,1,8,39,0,33,-1,2
23103,956,11,8,0,0,25,8,14,59,1,33,-1,13
23104,956,12,2,0,0,25,0,7,35,0,6,-1,1
23105,956,13,2,0,0,24,2,4,39,0,33,-1,4
23106,956,14,2,0,1,24,8,14,74,0,6,64,24
23107,956,15,6,0,0,26,8,14,90,0,33,-1,15
23108,956,16,1,0,0,23,8,14,12,0,33,-1,34
23109,956,17,12,0,7,26,8,14,148,4,33,-1,13
23110,956,18,16,32,97,35,6,6,305,23,1,3,7
23111,956,19,11,0,0,29,1,8,149,2,33,-1,2
23112,956,20,23,11,41,35,2,4,269,15,2,8,4
23113,956,,10,42,84,29,1,8,212,34,0,2,2
23114,956,,5,0,2,22,8,14,72,1,30,65,-1
23071,955,1,14,19,46,31,1,8,206,20,3,5,2
23072,955,2,10,42,84,29,1,8,212,34,0,2,2
23073,955,3,12,0,7,26,8,14,148,4,33,-1,13
23074,955,4,21,20,83,37,4,0,285,46,0,-1,3
23075,955,5,13,45,92,31,0,7,222,40,3,1,1
23076,955,6,4,0,9,27,4,0,111,7,2,11,3
23077,955,7,4,3,11,27,4,2,143,13,4,10,6
23078,955,8,3,1,1,19,8,14,74,4,4,14,12
23079,955,9,11,0,0,29,1,8,149,2,33,-1,2
23080,955,10,23,11,41,35,2,4,269,15,2,8,4
23081,955,11,28,15,50,36,0,7,306,8,1,7,1
23082,955,12,2,0,0,24,2,4,39,0,33,-1,4
23083,955,13,15,0,10,30,4,12,136,1,33,24,5
23084,955,14,2,0,1,24,8,14,74,0,6,64,24
23085,955,15,2,0,0,25,0,7,35,0,6,-1,1
23086,955,16,8,0,0,25,8,14,59,1,33,-1,13
23087,955,17,6,0,0,26,8,14,90,0,33,-1,15
23088,955,18,1,0,0,23,8,14,12,0,33,-1,34
23089,955,,16,32,97,35,6,6,305,23,1,3,7
23090,955,,0,0,0,22,1,8,39,0,33,-1,2
23091,955,,2,0,0,22,6,6,74,0,30,-1,7
23092,955,,4,0,2,22,8,14,72,1,30,65,-1
23049,954,1,13,45,92,31,0,7,222,40,3,1,1
23050,954,2,10,42,83,29,1,8,212,34,0,2,2
23051,954,3,4,0,9,27,4,0,111,7,2,11,3
23052,954,4,3,1,1,19,8,14,74,4,4,14,12
23053,954,5,14,18,45,31,1,8,206,20,3,5,2
23054,954,6,21,20,83,37,4,0,285,46,0,-1,3
23055,954,7,4,3,11,27,4,2,143,13,4,10,6
23056,954,8,11,0,0,29,1,8,149,2,33,-1,2
23057,954,9,2,0,0,22,6,6,74,0,30,-1,7
23058,954,10,12,0,6,26,8,14,148,4,33,-1,13
23059,954,11,16,32,97,35,6,6,305,23,1,3,7
23060,954,12,4,0,2,22,8,14,72,1,30,65,-1
23061,954,13,8,0,0,25,8,14,59,1,33,-1,13
23062,954,14,15,0,10,30,4,12,136,1,33,24,5
23063,954,15,6,0,0,26,8,14,90,0,33,-1,15
23064,954,16,2,0,1,24,8,14,74,0,6,64,24
23065,954,17,0,0,0,22,1,8,39,0,33,-1,2
23066,954,18,2,0,0,24,2,4,39,0,33,-1,4
23067,954,19,1,0,0,23,8,14,12,0,33,-1,34
23068,954,,23,11,41,35,2,4,269,15,2,8,4
23069,954,,2,0,0,25,0,7,35,0,6,-1,1
23070,954,,28,15,50,36,0,7,306,8,1,7,1
23027,953,1,13,44,91,31,0,7,222,40,3,1,1
23028,953,2,4,3,11,27,4,2,143,13,4,10,6
23029,953,3,12,0,6,26,8,14,148,4,33,-1,13
23030,953,4,10,42,82,29,1,8,212,34,0,2,2
23031,953,5,16,32,97,35,6,6,305,23,1,3,7
23032,953,6,11,0,0,29,1,8,149,2,33,-1,2
23033,953,7,14,18,45,31,1,8,206,20,3,5,2
23034,953,8,2,0,0,22,6,6,74,0,30,-1,7
23035,953,9,28,15,50,36,0,7,306,8,1,7,1
23036,953,10,22,11,41,35,2,4,269,15,2,8,4
23037,953,11,8,0,0,25,8,14,59,1,33,-1,13
23038,953,12,4,0,8,27,4,0,111,7,2,11,3
23039,953,13,15,0,10,30,4,12,136,1,33,24,5
23040,953,14,0,0,0,22,1,8,39,0,33,-1,2
23041,953,15,1,0,0,23,8,14,12,0,33,-1,34
23042,953,,6,0,0,26,8,14,90,0,33,-1,15
23043,953,,2,0,0,24,2,4,39,0,33,-1,4
23044,953,,3,1,1,19,8,14,74,4,4,14,12
23045,953,,2,0,1,24,8,14,74,0,6,64,24
23046,953,,4,0,2,22,8,14,72,1,30,65,-1
23047,953,,21,20,83,37,4,0,285,46,0,-1,3
23048,953,,1,0,0,25,0,7,35,0,6,-1,1
23005,952,1,2,1,1,19,8,14,74,4,4,14,12
23006,952,2,20,20,83,37,4,0,285,46,0,-1,3
23007,952,3,10,42,82,29,1,8,212,34,0,2,2
23008,952,4,4,3,10,27,4,2,143,13,4,10,6
23009,952,5,4,0,8,27,4,0,111,7,2,11,3
23010,952,6,2,0,0,22,6,6,74,0,30,-1,7
23011,952,7,12,0,5,26,8,14,148,4,33,-1,13
23012,952,8,22,11,41,35,2,4,269,15,2,8,4
23013,952,9,28,15,50,36,0,7,306,8,1,7,1
23014,952,10,3,0,2,22,8,14,72,1,30,65,-1
23015,952,11,8,0,0,25,8,14,59,1,33,-1,13
23016,952,12,5,0,0,26,8,14,90,0,33,-1,15
23017,952,13,0,0,0,25,0,7,35,0,6,-1,1
23018,952,14,1,0,1,24,8,14,74,0,6,64,24
23019,952,15,1,0,0,24,2,4,39,0,33,-1,4
23020,952,16,0,0,0,22,1,8,39,0,33,-1,2
23021,952,17,1,0,0,23,8,14,12,0,33,-1,34
23022,952,,15,0,10,30,4,12,136,1,33,24,5
23023,952,,16,32,97,35,6,6,305,23,1,3,7
23024,952,,11,0,0,29,1,8,149,2,33,-1,2
23025,952,,13,43,90,31,0,7,222,40,3,1,1
23026,952,,14,18,45,31,1,8,206,20,3,5,2
22983,951,1,13,18,45,31,1,8,206,20,3,5,2
22984,951,2,12,43,90,31,0,7,222,40,3,1,1
22985,951,3,20,20,82,37,4,0,285,46,0,-1,3
22986,951,4,4,0,8,27,4,0,111,7,2,11,3
22987,951,5,22,11,41,35,2,4,269,15,2,8,4
22988,951,6,16,32,97,35,6,6,305,23,1,3,7
22989,951,7,1,0,1,24,8,14,74,0,6,64,24
22990,951,8,15,0,10,30,4,12,136,1,33,24,5
22991,951,9,12,0,5,26,8,14,148,4,33,-1,13
22992,951,10,28,15,50,36,0,7,306,8,1,7,1
22993,951,11,4,3,10,27,4,2,143,13,4,10,6
22994,951,12,2,0,0,22,6,6,74,0,30,-1,7
22995,951,13,0,0,0,25,0,7,35,0,6,-1,1
22996,951,14,5,0,0,26,8,14,90,0,33,-1,15
22997,951,15,3,0,2,22,8,14,72,1,4,65,-1
22998,951,16,1,0,0,24,2,4,39,0,33,-1,4
22999,951,17,8,0,0,25,8,14,59,1,33,-1,13
23000,951,18,0,0,0,22,1,8,39,0,33,-1,2
23001,951,,2,0,0,19,8,14,74,4,30,14,12
23002,951,,10,42,81,29,1,8,212,34,0,2,2
23003,951,,11,0,0,29,1,8,149,2,33,-1,2
23004,951,,1,0,0,23,8,14,12,0,33,-1,34
22961,950,1,13,17,44,31,1,8,206,20,3,5,2
22962,950,2,9,42,81,29,1,8,212,34,0,2,2
22963,950,3,3,0,2,22,8,14,72,1,4,65,-1
22964,950,4,4,3,10,27,4,2,143,13,4,10,6
22965,950,5,20,20,81,37,4,0,285,46,0,-1,3
22966,950,6,22,11,41,35,2,4,269,15,2,8,4
22967,950,7,12,43,89,31,0,7,222,40,3,1,1
22968,950,8,2,0,0,19,8,14,74,4,30,14,12
22969,950,9,2,0,0,22,6,6,74,0,30,-1,7
22970,950,10,4,0,8,27,4,0,111,7,2,11,3
22971,950,11,12,0,5,26,8,14,148,4,33,-1,13
22972,950,12,16,32,97,35,6,6,305,23,1,3,7
22973,950,13,28,15,50,36,0,7,306,8,1,7,1
22974,950,14,8,0,0,25,8,14,59,1,33,-1,13
22975,950,15,10,0,0,29,1,8,149,2,33,-1,2
22976,950,16,5,0,0,26,8,14,90,0,33,-1,15
22977,950,17,1,0,1,24,8,14,74,0,6,64,24
22978,950,18,0,0,0,22,1,8,39,0,33,-1,2
22979,950,19,15,0,10,30,4,12,136,1,33,24,5
22980,950,20,1,0,0,24,2,4,39,0,33,-1,4
22981,950,21,0,0,0,23,8,14,12,0,33,-1,34
22982,950,22,0,0,0,25,0,7,35,0,6,-1,1
22939,949,1,13,16,43,31,1,8,206,20,3,5,2
22940,949,2,20,20,81,37,4,0,285,46,0,-1,3
22941,949,3,12,43,89,31,0,7,222,40,3,1,1
22942,949,4,4,3,10,27,4,2,143,13,4,10,6
22943,949,5,15,0,10,30,4,12,136,1,33,24,5
22944,949,6,2,0,0,19,8,14,74,4,30,14,12
22945,949,7,3,0,1,22,8,14,72,1,4,65,-1
22946,949,8,22,11,41,35,2,4,269,15,2,8,4
22947,949,9,4,0,8,27,4,0,111,7,2,11,3
22948,949,10,0,0,0,24,8,14,34,0,1,-1,17
22949,949,11,1,0,1,24,8,14,74,0,6,64,24
22950,949,12,5,0,0,26,8,14,90,0,33,-1,15
22951,949,13,0,0,0,22,1,8,39,0,33,-1,2
22952,949,14,1,0,0,24,2,4,39,0,33,-1,4
22953,949,15,10,0,0,29,1,8,149,2,33,-1,2
22954,949,16,12,0,5,26,8,14,148,4,33,-1,13
22955,949,17,0,0,0,23,8,14,12,0,33,-1,34
22956,949,,2,0,0,22,6,6,74,0,30,-1,7
22957,949,,8,0,0,25,8,14,59,1,33,-1,13
22958,949,,28,15,50,36,0,7,306,8,1,7,1
22959,949,,9,42,80,29,1,8,212,34,0,2,2
